Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
LOFT-W6228,2023-09-11T14:42:16Z,2022-11-29T19:46:01Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-31T11:51:39Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:41 UTC","General-Response-Windows
29 Nov 22 19:47 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,1104ebea223e4c9e95a479c6746edd7e,192.168.0.103,192.168.0.103,192.168.0.1,45.232.23.147,,00-d7-6d-5f-a8-93,00-d7-6d-5f-a8-93,normal,526017,D2KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6171,2023-09-11T14:44:05Z,2023-05-09T16:03:02Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-16T06:30:13Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:34 UTC","General-Response-Windows
16 May 23 12:05 UTC","General-Sensor-Windows
29 Aug 23 16:40 UTC",No policy,No policy,491fa2cebec849f9aea078c6323cf98d,192.168.15.36,192.168.15.36,192.168.15.1,187.72.41.41,,00-d7-6d-63-79-96,00-d7-6d-63-79-96,normal,526017,HRJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPM-2543,2023-08-22T14:40:22Z,2023-08-22T14:40:21Z,Mac,Monterey (12),"2,10E+231",,21.4.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,No policy,No policy,No policy,No policy,No policy,141ffe5b751e40c8a9fe020415c89cfd,,,,187.72.41.41,,,,normal,591594,C02CTJ5NMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,
CP-W3288,2023-09-11T14:50:56Z,2022-12-20T12:01:16Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T21:17:38Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
20 Dec 22 12:05 UTC","General-Sensor-Windows
30 Aug 23 16:28 UTC",No policy,No policy,64f12476a613469a9a5acffdd320ce52,10.111.100.193,10.111.100.193,10.111.100.1,200.170.190.57,,c0-25-a5-24-28-5b,c0-25-a5-24-28-5b,normal,526017,1DZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CPCWB1298,2023-08-30T16:45:23Z,2022-12-26T13:01:00Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-17T13:55:16Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
05 Jul 23 19:38 UTC","General-Sensor-Windows
29 Aug 23 17:49 UTC",No policy,No policy,ab3cd6c09f724ab49e7cd39a7ed1cba7,10.111.100.176,10.111.100.176,10.111.100.1,200.170.190.57,,70-69-79-ac-e7-28,70-69-79-ac-e7-28,normal,526060,NXAX0AL00621401B5D9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3308,2023-09-08T12:22:09Z,2022-11-03T15:39:38Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-05T19:40:38Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:23 UTC","General-Response-Windows
03 Nov 22 15:41 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,7ea93d16debd451787f862b42b7420d3,192.168.15.115,172.20.10.3,172.20.10.1,187.72.41.41,,00-d7-6d-12-eb-11,00-d7-6d-12-eb-11,normal,526017,5QBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0668,2023-09-11T14:57:10Z,2022-11-30T15:01:42Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3324,Aspire A315-56,Acer,Workstation,Laptop,2023-09-01T15:11:46Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:35 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,9b186242a8604968a6256140c6713b5b,10.111.140.39,10.111.140.39,10.111.140.1,201.25.171.193,,a4-63-a1-6a-dd-c8,a4-63-a1-6a-dd-c8,normal,460517,NXHV1AL00B1297C3909501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6297,2023-09-11T14:30:42Z,2023-07-20T18:02:34Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-16T17:45:01Z,,,"General-Prevention-Windows-Workstation
25 Jul 23 13:10 UTC","General-Response-Windows
25 Jul 23 13:10 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,a39180d762d746a8b73602799ad78ff9,192.168.13.71,192.168.13.71,192.168.13.1,189.4.104.167,,00-d7-6d-5c-3f-eb,00-d7-6d-5c-3f-eb,normal,526017,CXJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1160,2023-09-11T14:39:01Z,2022-12-15T18:38:49Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-28T17:19:28Z,,,"General-Prevention-Windows-Workstation
28 Aug 23 17:23 UTC","General-Response-Windows
28 Aug 23 17:23 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,35bf60e1677e42ef8c6798d2bd17846f,10.111.140.209,10.111.140.209,10.111.140.1,200.170.190.57,,48-51-c5-ee-e4-f4,48-51-c5-ee-e4-f4,normal,526060,NXHQMAL00T1490731A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6200,2023-09-11T14:57:54Z,2023-04-19T15:08:18Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-08T13:37:25Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:36 UTC","General-Response-Windows
19 Apr 23 15:10 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,623222e9dabf4e6b9227d4947b96fad6,192.168.15.3,192.168.15.3,192.168.15.1,177.139.100.58,,00-d7-6d-5f-a8-6b,00-d7-6d-5f-a8-6b,normal,526017,J0KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1132,2023-08-14T11:47:17Z,2023-08-14T11:45:11Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.963,Aspire A515-54,Acer,Workstation,Laptop,2023-08-14T11:46:53Z,,,"General-Prevention-Windows-Workstation
14 Aug 23 11:46 UTC","General-Response-Windows
14 Aug 23 11:46 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,1d5cc2261a914d8bbd3008d41f3f1f5b,10.111.110.111,10.111.110.111,10.111.110.1,200.170.190.57,,48-51-c5-7c-68-0c,48-51-c5-7c-68-0c,normal,526060,NXHQMAL00T149073D29Z00,6.46.16010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1076,2023-09-01T19:53:29Z,2023-02-27T13:49:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-18T11:56:01Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
27 Feb 23 13:50 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,f7f44e0d326549a7a25ca9ba0a446811,10.111.251.22,10.111.140.48,10.111.140.1,200.170.190.57,,70-69-79-ad-89-c5,a4-63-a1-74-02-14,normal,526060,NXHQMAL00B129025779Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3611,2023-09-11T14:57:33Z,2022-11-01T21:02:43Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-04T23:56:43Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:46 UTC","General-Response-Windows
01 Nov 22 21:06 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,51970a0073e04ab3b6439e07db09738f,192.168.0.51,192.168.0.51,192.168.0.1,186.204.10.109,,00-d7-6d-25-9f-db,00-d7-6d-25-9f-db,normal,526017,46GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
rds-restore,2023-09-11T14:47:17Z,2023-01-19T01:54:32Z,Linux,Ubuntu 20.04,,,5.15.0-1034-aws,m5.2xlarge,Amazon EC2,Server,Other,,,,"General-Prevention-Linux
04 Jul 23 15:45 UTC","General-Response-Linux
19 Jan 23 01:55 UTC","General-Sensor-Linux
03 Feb 23 00:53 UTC",No policy,No policy,a6e9d13a95d04fc188abff61489d69de,172.32.72.70,172.32.72.70,172.32.64.1,18.207.105.161,,02-1e-e1-76-7b-dd,02-1e-e1-76-7b-dd,normal,329300,ec2aed3c-d639-8679-ed8f-c0f17af23463,6.41.13804.0,,AWS_EC2_V2,629948353967,i-0d568504503e9b668,us-east-1a,,,,yes,,,,,,,,,,,,,,,CS-GRP-BR-Linux
CP-CWB-W1146,2023-09-11T14:53:08Z,2022-12-15T18:32:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-11T12:11:18Z,,,"General-Prevention-Windows-Workstation
30 Jun 23 21:48 UTC","General-Response-Windows
15 Dec 22 19:11 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,f68614b434ea4f128ae93201992d86f1,10.111.140.150,10.111.140.150,10.111.140.1,200.170.190.57,,5c-e4-2a-76-38-38,5c-e4-2a-76-38-38,normal,526060,NXHQMAL013203035A39Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1210,2023-09-11T14:23:51Z,2022-11-30T15:05:07Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-08T13:07:53Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 15:05 UTC",No policy,No policy,ad215ba652de4f28bb9d6b958b2f58ad,192.168.0.15,192.168.0.15,192.168.0.1,191.177.181.50,,48-51-c5-ee-d7-5c,48-51-c5-ee-d7-5c,normal,526060,NXHQMAL00V146035849Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0003,2023-09-11T14:32:19Z,2023-08-08T19:35:32Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3393,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-05T20:09:17Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 19:37 UTC","General-Response-Windows
08 Aug 23 19:37 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,6336d5c0cbe741cb8d3aba655e37bef2,192.168.0.6,192.168.0.2,192.168.0.1,177.36.186.250,,00-d7-6d-12-db-58,c0-25-a5-2a-91-d5,normal,526017,GSBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3582,2023-08-07T20:03:24Z,2022-12-21T19:57:55Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-07-28T17:58:21Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 15:00 UTC","General-Response-Windows
21 Dec 22 20:00 UTC","General-Sensor-Windows
06 Jul 23 20:52 UTC",No policy,No policy,c7e5081af30c49118172ad705532c4f1,10.111.110.23,10.111.110.23,10.111.100.1,200.170.190.57,,00-d7-6d-2a-a7-ec,00-d7-6d-2a-a7-ec,normal,526017,HCGTQK3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3788,2023-08-02T19:30:04Z,2023-08-02T19:30:00Z,Mac,Monterey (12),21G83,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,f4afec2941a148459f7af3b0f7293ead,,,,187.72.41.41,,,,normal,591594,C02G99NEMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-M3715,2023-08-30T14:03:41Z,2022-12-01T18:33:50Z,Mac,Ventura (13),22G90,,22.6.2000,"MacBookPro17,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:03 UTC","General-Response-Mac
01 Dec 22 18:34 UTC","General-Sensor-Mac
06 Jul 23 13:30 UTC",No policy,No policy,758a09533cdf42f0bf05098052b52443,192.168.86.250,,,187.57.163.219,,b0-be-83-4a-31-f4,,normal,4294967295,C02GWHH3Q05D,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-JVL-W0882,2023-07-31T12:35:51Z,2023-01-09T15:23:21Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.1992,82DJ,LENOVO,Workstation,Laptop,2023-07-31T12:31:22Z,,,"General-Prevention-Windows-Workstation
29 Jun 23 12:15 UTC","General-Response-Windows
09 Jan 23 15:25 UTC","General-Sensor-Windows
28 Feb 23 17:57 UTC",No policy,No policy,8a96e58e7a364e87b8e26cee315b4259,10.111.110.189,10.111.110.189,10.111.110.1,200.170.190.57,,a4-63-a1-73-2e-6c,a4-63-a1-73-2e-6c,normal,460517,PE07S1R3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6172,2023-09-11T14:31:28Z,2023-08-08T19:13:41Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T15:22:20Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 19:16 UTC","General-Response-Windows
08 Aug 23 19:16 UTC","General-Sensor-Windows
29 Aug 23 15:30 UTC",No policy,No policy,d3c5ba53e3b84eb68971cd299e59a3a3,192.168.0.12,192.168.0.12,192.168.0.1,179.181.245.170,,00-d7-6d-63-78-1f,00-d7-6d-63-78-1f,normal,526017,JRJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2225,2023-09-11T14:41:31Z,2023-08-02T19:31:45Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-31T21:02:20Z,,,"General-Prevention-Windows-Workstation
02 Aug 23 19:35 UTC","General-Response-Windows
02 Aug 23 19:35 UTC","General-Sensor-Windows
31 Aug 23 20:31 UTC",No policy,No policy,23271345c9294d36beb95c865b1bb532,192.168.0.55,192.168.0.55,192.168.0.1,177.62.10.200,,70-cf-49-e4-62-0e,70-cf-49-e4-62-0e,normal,526060,6YVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3299,2023-09-11T14:38:49Z,2023-04-27T15:11:09Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-28T23:30:41Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:41 UTC","General-Response-Windows
27 Apr 23 15:14 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,56342b4a0c9145c6b7f415f8fe3be3c2,10.111.100.102,10.111.100.102,10.111.100.1,200.170.190.57,,c0-25-a5-19-27-ef,c0-25-a5-19-27-ef,normal,526017,DDZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M1701,2023-08-10T18:01:59Z,2023-08-10T18:01:59Z,Mac,Monterey (12),21G83,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,7de1ab46c45440eeb696962473b4afb9,,,,,,,,normal,591594,C02F41GSMD6P,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-W,2023-08-17T18:10:26Z,2023-08-17T18:10:25Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.963,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-17T18:02:48Z,,,"General-Prevention-Windows-Workstation
Changes pending","General-Response-Windows
17 Aug 23 18:11 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,9481f908e90d41e2a41c10bea8798688,10.111.110.187,10.111.110.187,10.111.110.1,200.170.190.57,,70-cf-49-e4-65-c9,70-cf-49-e4-65-c9,normal,526060,4VVF4F3,6.47.16104.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1248,2023-09-11T14:43:07Z,2023-01-26T12:01:05Z,Windows,Windows 11,"2,26E+04",Windows 11 Pro,10.0.22621.2134,Inspiron 15 5510,Dell Inc.,Workstation,Laptop,2023-09-01T13:38:34Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
26 Jan 23 12:03 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,cf87a7e5f71d46588e1c2eaa76a9856c,192.168.5.45,192.168.5.45,192.168.5.1,138.204.24.39,,00-d7-6d-59-d3-be,00-d7-6d-59-d3-be,normal,526018,D7R2DN3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3740,2023-09-11T14:52:36Z,2021-12-02T18:13:54Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-05T14:13:07Z,,,"General-Prevention-Windows-Workstation
11 Jul 23 01:48 UTC","General-Response-Windows
02 Dec 21 18:18 UTC","General-Sensor-Windows
29 Aug 23 15:06 UTC",No policy,No policy,d2d67455228541b491baad0c0363736f,192.168.15.5,192.168.15.5,192.168.15.1,189.46.39.51,,00-d7-6d-2a-b3-95,00-d7-6d-2a-b3-95,normal,526017,4GGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1190,2023-09-09T15:36:52Z,2023-01-06T17:41:20Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1702,Aspire A515-54,Acer,Workstation,Laptop,2023-08-17T11:59:41Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
06 Jan 23 17:44 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,2a1d17c0c948432c85e52f018ce19d7d,10.111.100.216,10.111.100.216,10.111.100.1,200.170.190.57,,70-69-79-a6-29-17,70-69-79-a6-29-17,normal,526060,NXHQMAL00T149077FD9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2102,2023-08-21T17:10:03Z,2023-08-18T17:34:58Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-18T18:38:10Z,,,"General-Prevention-Windows-Workstation
18 Aug 23 17:37 UTC","General-Response-Windows
18 Aug 23 17:37 UTC","General-Sensor-Windows
18 Aug 23 17:56 UTC",No policy,No policy,9548d24dbe46437a9ae1587e94e8d995,10.111.110.249,10.111.110.249,10.111.110.1,200.170.190.57,,90-cc-df-3d-d2-b3,90-cc-df-3d-d2-b3,normal,526060,2HBHB93,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3000,2023-09-11T14:36:35Z,2022-11-30T15:43:39Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-01T12:05:10Z,,,"General-Prevention-Windows-Workstation
04 Jul 23 16:29 UTC","General-Response-Windows
30 Nov 22 15:45 UTC","General-Sensor-Windows
29 Aug 23 15:36 UTC",No policy,No policy,65bdeb0ac92e44e9a2564846999b1056,192.168.15.9,192.168.15.9,192.168.15.1,179.111.253.92,,70-cf-49-e5-16-a4,70-cf-49-e5-16-a4,normal,526060,8RVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M0073,2023-09-11T14:45:40Z,2023-07-06T14:54:57Z,Mac,Ventura (13),22F82,,22.5.2000,"MacBookPro15,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:21 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac
06 Jul 23 14:59 UTC",No policy,No policy,6deafbf42ef44b8dba621dea31aeefd9,192.168.0.96,,,189.100.70.18,,5c-52-30-a1-09-b8,,normal,591594,C02Z82LSLVCH,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W2393,2023-09-11T14:26:31Z,2021-12-10T20:17:20Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,20RBS7J600,LENOVO,Workstation,Laptop,2023-09-11T12:03:03Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:34 UTC","General-Response-Windows
19 Jun 23 18:19 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,44703f8bf8ce4b0c93c5fd243d96e807,192.168.1.143,192.168.1.143,192.168.1.254,201.50.32.153,,64-1c-67-c5-1f-c3,64-1c-67-c5-1f-c3,normal,526060,PE06W2BM,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0944,2023-08-17T18:52:54Z,2022-11-30T15:05:31Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-06-26T11:02:16Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:35 UTC","General-Response-Windows
30 Nov 22 18:47 UTC","General-Sensor-Windows
14 Mar 23 11:25 UTC",No policy,No policy,65f62066ad8c4b2482da1ac95be2ed5a,10.111.110.20,10.111.110.20,10.111.100.1,189.58.140.242,,a4-63-a1-6c-8e-dd,a4-63-a1-6c-8e-dd,normal,526060,NXHQMAL00B1180382B9Z00,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6543,2023-09-11T14:42:59Z,2023-04-24T14:27:51Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-24T17:07:58Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:25 UTC","General-Response-Windows
24 Apr 23 14:29 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,751ae253b499489bbfab939e4c0855f2,192.168.1.32,192.168.1.32,192.168.1.1,179.125.179.107,,00-d7-6d-5c-39-38,00-d7-6d-5c-39-38,normal,526017,BD9VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W,2023-09-11T14:52:16Z,2023-08-24T21:27:32Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T10:53:38Z,,,"General-Prevention-Windows-Workstation
24 Aug 23 21:29 UTC","General-Response-Windows
24 Aug 23 21:29 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,b7054cd5e2ac435a91abd4edf2c36fd3,10.111.100.30,10.111.100.30,10.111.100.1,200.170.190.57,,34-73-5a-e1-a8-41,34-73-5a-e1-a8-41,normal,526060,2103XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
